GROQ_POST|1|200|0.726392
GEM_POST|1|200|2.936427
CF_POST|1|200|2.080921
GROQ_POST|2|200|0.646944
GEM_POST|2|200|2.439543
CF_POST|2|200|1.444649
GROQ_POST|3|200|0.673854
GEM_POST|3|200|4.140996
CF_POST|3|200|2.890770
GROQ_POST|4|200|0.728397
GEM_POST|4|200|2.107051
CF_POST|4|200|1.395305
GROQ_POST|5|200|0.740111
GEM_POST|5|200|2.509965
CF_POST|5|200|2.953356
GROQ_POST|6|200|0.850164
GEM_POST|6|200|2.335760
CF_POST|6|200|1.550104
GROQ_POST|7|200|0.925184
GEM_POST|7|200|2.303600
CF_POST|7|200|1.208132
GROQ_POST|8|200|0.633972
GEM_POST|8|200|2.271887
CF_POST|8|200|2.378646
GROQ_POST|9|200|0.712504
GEM_POST|9|200|2.381967
CF_POST|9|200|1.325597
GROQ_POST|10|200|0.628648
GEM_POST|10|200|1.879401
CF_POST|10|200|1.328807
GROQ_POST|1|200|0.832088
GEM_POST|1|200|2.312529
CF_POST|1|200|2.668980
GROQ_POST|2|200|1.018051
GEM_POST|2|200|2.186187
CF_POST|2|200|1.085853
GROQ_POST|3|200|0.944286
GEM_POST|3|200|2.100779
CF_POST|3|200|1.133134
GROQ_POST|4|200|0.784698
GEM_POST|4|200|2.094608
CF_POST|4|200|1.680109
GROQ_POST|5|200|0.721773
GEM_POST|5|200|2.030700
CF_POST|5|200|1.152766
GROQ_POST|6|200|0.733184
GEM_POST|6|200|2.237421
CF_POST|6|200|1.457410
GROQ_POST|7|200|1.020553
GEM_POST|7|200|1.811775
CF_POST|7|200|1.942601
GROQ_POST|8|200|0.848812
GEM_POST|8|200|2.021503
CF_POST|8|200|1.242232
GROQ_POST|9|200|0.850671
GEM_POST|9|200|1.866856
CF_POST|9|200|2.469686
GROQ_POST|10|200|0.684456
GEM_POST|10|200|2.067164
CF_POST|10|200|1.451529
